direction,entry_px,entry_time,exit_px,exit_time,option_symbol,pnl_pct,pnl_usd,regime,score,signal_time,sl_hint,squeeze,tf_15m,tf_1h,tf_5m,ticker,trend_bonus,uvol,vix,vix_mult
CALL,0.3,2026-07-08 13:17:23,0.49,2026-07-08 13:19:27,NVDA260708C00202500,63.3,76.0,bull,19.5,2026-07-08 13:17:15,28.0,True,5.0,5.0,3.0,NVDA,0.0,True,17.0,0.85
CALL,1.0,2026-07-08 13:27:49,1.54,2026-07-08 13:36:01,NVDA260708C00202500,54.0,54.0,bull,20.6,2026-07-08 13:27:41,40.0,True,6.0,5.0,6.0,NVDA,0.0,True,16.9,0.85
CALL,0.61,2026-07-08 13:59:18,0.58,2026-07-08 14:16:42,NVDA260708C00202500,-4.9,-3.0,bull,19.3,2026-07-08 13:59:10,25.0,True,3.0,5.0,5.0,NVDA,0.0,True,16.8,0.85
CALL,3.0,2026-07-09 14:16:12,2.38,2026-07-09 14:55:19,META260710C00625000,-20.7,-62.0,bull,18.4,2026-07-09 14:16:05,25.0,True,3.0,4.0,3.0,META,0.0,True,16.0,0.85
CALL,0.74,2026-07-09 15:30:26,1.12,2026-07-09 15:31:28,META260710C00655000,51.4,38.0,bull,19.6,2026-07-09 15:30:17,25.0,True,6.0,5.0,6.0,META,0.0,True,16.0,0.85
CALL,0.93,2026-07-09 15:19:52,0.37,2026-07-10 09:30:14,AAPL260710C00317500,-60.2,-56.0,bull,17.5,2026-07-09 15:19:47,25.0,True,3.0,3.0,5.0,AAPL,0.0,True,16.1,0.85
CALL,1.13,2026-07-09 15:37:29,11.45,2026-07-10 09:30:14,META260710C00655000,913.3,1032.0,bull,19.9,2026-07-09 15:37:21,25.0,True,7.0,5.0,6.0,META,0.0,True,15.9,0.85
CALL,0.61,2026-07-10 09:45:36,0.58,2026-07-10 09:49:17,META260710C00697500,-4.9,-6.0,bull,17.1,2026-07-10 09:45:27,40.0,True,5.0,9.0,3.0,META,0.0,False,15.7,0.85
CALL,0.78,2026-07-10 09:56:37,1.33,2026-07-10 09:58:49,META260710C00697500,70.5,55.0,bull,17.7,2026-07-10 09:56:30,40.0,True,6.0,9.0,4.0,META,0.0,False,15.7,0.85
CALL,0.75,2026-07-10 10:07:21,0.45,2026-07-10 10:12:52,META260710C00697500,-40.0,-30.0,bull,17.1,2026-07-10 10:07:13,25.0,True,5.0,9.0,3.0,META,0.0,False,15.6,0.85
CALL,2.56,2026-07-10 10:24:59,2.0,2026-07-10 10:25:24,META260710C00675000,-21.9,-56.0,bull,16.4,2026-07-10 10:24:49,25.0,True,3.0,9.0,3.0,META,0.0,False,15.5,0.85
CALL,1.46,2026-07-10 10:52:52,1.04,2026-07-10 10:56:01,META260710C00685000,-28.8,-42.0,bull,19.8,2026-07-10 10:52:44,25.0,True,4.0,6.0,4.0,META,0.0,True,15.9,0.85
CALL,1.39,2026-07-14 13:07:27,1.07,2026-07-14 13:33:12,NVDA260715C00212500,-23.0,-32.0,bull,14.9,2026-07-14 13:07:18,28.0,False,4.0,5.0,6.0,NVDA,0.0,True,16.5,0.85
CALL,1.27,2026-07-14 13:49:02,1.86,2026-07-14 14:35:27,NVDA260715C00212500,46.5,59.0,bull,14.4,2026-07-14 13:48:54,25.0,False,4.0,5.0,4.0,NVDA,0.0,True,16.4,0.85
CALL,0.83,2026-07-14 14:47:55,0.59,2026-07-14 15:32:14,NVDA260715C00215000,-28.9,-24.0,bull,14.9,2026-07-14 14:47:42,25.0,False,4.0,5.0,6.0,NVDA,0.0,True,16.4,0.85
CALL,0.71,2026-07-14 15:46:39,0.7,2026-07-14 17:16:41,NVDA260715C00215000,-1.4,-1.0,bull,14.2,2026-07-14 15:46:31,25.0,False,5.0,5.0,2.0,NVDA,0.0,True,16.5,0.85
CALL,2.17,2026-07-15 09:34:58,2.83,2026-07-15 09:37:01,AMZN260715C00250000,30.4,66.0,bull,19.3,2026-07-15 09:34:39,40.0,True,6.0,3.0,8.0,AMZN,0.0,True,16.2,0.85
CALL,2.64,2026-07-15 09:42:12,3.65,2026-07-15 09:44:34,AAPL260715C00317500,38.3,101.0,bull,19.5,2026-07-15 09:42:04,40.0,True,8.0,3.0,6.0,AAPL,0.0,True,16.2,0.85
CALL,2.79,2026-07-15 09:59:59,3.65,2026-07-15 10:05:08,AMZN260715C00250000,30.8,86.0,bull,19.6,2026-07-15 09:59:50,40.0,True,7.0,4.0,6.0,AMZN,0.0,True,16.1,0.85
CALL,2.23,2026-07-15 10:10:44,3.25,2026-07-15 10:16:11,AAPL260715C00322500,45.7,102.0,bull,19.1,2026-07-15 10:10:38,40.0,True,9.0,8.0,7.0,AAPL,0.0,False,16.1,0.85
CALL,1.25,2026-07-15 10:35:58,1.2,2026-07-15 10:40:20,AMZN260715C00255000,-4.0,-5.0,bull,19.5,2026-07-15 10:35:50,28.0,True,6.0,6.0,4.0,AMZN,0.0,True,16.0,0.85
CALL,0.56,2026-07-15 10:50:10,0.8,2026-07-15 11:02:43,AMZN260715C00255000,42.9,48.0,bull,17.5,2026-07-15 10:50:01,25.0,True,3.0,3.0,5.0,AMZN,0.0,True,16.0,0.85
CALL,2.83,2026-07-15 10:25:10,4.35,2026-07-15 11:38:23,AAPL260715C00322500,53.7,152.0,bull,18.1,2026-07-15 10:25:05,40.0,True,8.0,9.0,3.0,AAPL,0.0,False,16.0,0.85
CALL,0.91,2026-07-15 11:50:47,1.32,2026-07-15 12:06:00,AMZN260715C00255000,45.1,41.0,bull,19.3,2026-07-15 11:50:38,25.0,True,3.0,5.0,5.0,AMZN,0.0,True,16.1,0.85
CALL,2.55,2026-07-21 15:53:22,2.44,2026-07-21 17:53:46,AMD260722C00565000,-4.3,-11.0,bull,14.2,2026-07-21 15:53:13,25.0,False,5.0,3.0,5.0,AMD,0.0,True,16.9,0.85
CALL,0.76,2026-07-22 11:01:28,0.5,2026-07-22 11:02:20,NVDA260722C00210000,-34.2,-26.0,bull,18.1,2026-07-22 11:01:15,40.0,True,5.0,2.0,6.0,NVDA,0.0,True,17.3,0.85
CALL,2.48,2026-07-22 11:12:05,3.25,2026-07-22 11:13:22,NVDA260722C00210000,31.0,77.0,bull,19.6,2026-07-22 11:11:53,40.0,True,7.0,4.0,6.0,NVDA,0.0,True,17.2,0.85
CALL,2.62,2026-07-22 11:22:41,0.65,2026-07-22 11:29:33,NVDA260722C00210000,-75.2,-197.0,bull,19.5,2026-07-22 11:22:30,33.0,True,5.0,5.0,3.0,NVDA,0.0,True,17.0,0.85
CALL,2.75,2026-07-22 11:36:49,0.65,2026-07-22 11:48:52,NVDA260722C00210000,-76.4,-210.0,bull,20.1,2026-07-22 11:36:37,25.0,True,6.0,5.0,4.0,NVDA,0.0,True,16.9,0.85
CALL,0.54,2026-07-22 12:16:04,0.72,2026-07-22 12:18:26,NVDA260722C00215000,33.3,18.0,bull,19.4,2026-07-22 12:15:53,25.0,True,4.0,5.0,4.0,NVDA,0.0,True,16.8,0.85
CALL,0.26,2026-07-22 14:08:29,0.19,2026-07-22 14:23:20,NVDA260722C00215000,-26.9,-7.0,bull,18.9,2026-07-22 14:08:18,40.0,True,4.0,5.0,2.0,NVDA,0.0,True,16.8,0.85
CALL,1.31,2026-07-31 09:31:36,1.03,2026-07-31 09:40:23,SPY260731C00746000,-21.4,-28.0,bull,15.9,2026-07-31 09:31:22,40.0,True,5.0,3.0,4.0,SPY,1.0,False,17.1,0.85
CALL,2.0,2026-07-31 13:05:59,1.46,2026-07-31 13:12:30,AMZN260731C00270000,-27.0,-54.0,bull,14.2,2026-07-31 13:05:53,28.0,False,6.0,6.0,3.0,AMZN,0.0,True,16.9,0.85
CALL,0.49,2026-07-31 13:23:18,0.39,2026-07-31 13:37:02,AMZN260731C00272500,-20.4,-10.0,bull,14.2,2026-07-31 13:23:11,25.0,False,6.0,6.0,3.0,AMZN,0.0,True,16.9,0.85
CALL,2.44,2026-08-03 09:38:25,2.39,2026-08-03 09:45:13,TSLA260803C00317500,-2.0,-5.0,bull,20.1,2026-08-03 09:38:15,40.0,True,8.0,4.0,7.0,TSLA,0.0,True,16.0,0.85
CALL,2.87,2026-08-03 10:06:44,2.17,2026-08-03 10:10:05,TSLA260803C00317500,-24.4,-70.0,bull,18.8,2026-08-03 10:06:33,25.0,True,5.0,5.0,4.0,TSLA,0.0,True,16.2,0.85
CALL,0.38,2026-08-03 10:10:21,0.62,2026-08-03 10:18:51,SPY260803C00755000,63.2,24.0,bull,15.1,2026-08-03 10:10:06,33.0,False,6.0,5.0,4.0,SPY,1.0,True,16.1,0.85
CALL,0.68,2026-08-03 10:21:09,0.48,2026-08-03 10:32:54,TSLA260803C00322500,-29.4,-20.0,bull,19.9,2026-08-03 10:20:57,25.0,True,6.0,5.0,3.0,TSLA,0.0,True,16.1,0.85
CALL,0.92,2026-08-03 10:42:54,0.77,2026-08-03 10:43:56,TSLA260803C00322500,-16.3,-15.0,bull,20.4,2026-08-03 10:42:37,25.0,True,6.0,5.0,5.0,TSLA,0.0,True,15.8,0.85
CALL,1.26,2026-08-03 10:39:13,2.14,2026-08-03 10:51:59,QQQ260803C00696000,69.8,88.0,bull,15.2,2026-08-03 10:38:58,25.0,False,5.0,5.0,6.0,QQQ,0.0,True,15.8,0.85
CALL,0.93,2026-08-03 10:50:06,1.57,2026-08-03 10:56:31,TSLA260803C00322500,68.8,64.0,bull,19.9,2026-08-03 10:49:54,25.0,True,4.0,5.0,6.0,TSLA,0.0,True,15.8,0.85
CALL,0.21,2026-08-04 10:09:35,0.28,2026-08-04 10:15:27,SPY260804C00769000,33.3,21.0,bull,15.1,2026-08-04 10:09:23,25.0,False,6.0,5.0,4.0,SPY,1.0,True,16.0,0.85
CALL,0.74,2026-08-04 10:23:54,1.13,2026-08-04 10:49:38,SPY260804C00766000,52.7,39.0,bull,15.5,2026-08-04 10:23:42,25.0,False,5.0,5.0,3.0,SPY,1.0,True,16.2,0.85
CALL,1.13,2026-08-04 10:55:34,1.69,2026-08-04 11:03:42,SPY260804C00766000,49.6,56.0,bull,17.2,2026-08-04 10:55:23,28.0,False,6.0,6.0,3.0,SPY,2.0,True,15.8,0.85
CALL,1.57,2026-08-04 11:09:31,2.38,2026-08-04 11:25:48,SPY260804C00766000,51.6,81.0,bull,16.6,2026-08-04 11:09:21,28.0,False,4.0,6.0,3.0,SPY,2.0,True,16.0,0.85
CALL,0.86,2026-08-04 11:34:21,1.35,2026-08-04 11:44:44,SPY260804C00768000,57.0,49.0,bull,15.5,2026-08-04 11:34:10,25.0,False,3.0,3.0,5.0,SPY,2.0,True,16.2,0.85
CALL,1.75,2026-08-04 11:51:52,2.6,2026-08-04 12:45:42,SPY260804C00768000,48.6,85.0,bull,16.8,2026-08-04 11:51:40,28.0,False,4.0,6.0,4.0,SPY,2.0,True,16.2,0.85
CALL,0.76,2026-08-04 12:55:00,1.16,2026-08-04 13:04:47,SPY260804C00771000,52.6,40.0,bull,16.0,2026-08-04 12:54:49,28.0,False,4.0,4.0,4.0,SPY,2.0,True,16.2,0.85
CALL,1.32,2026-08-04 13:12:53,2.05,2026-08-04 13:45:28,SPY260804C00771000,55.3,73.0,bull,16.8,2026-08-04 13:12:42,28.0,False,4.0,6.0,4.0,SPY,2.0,True,16.3,0.85
CALL,1.07,2026-08-04 13:51:47,0.78,2026-08-04 14:40:35,SPY260804C00772000,-27.1,-29.0,bull,15.7,2026-08-04 13:51:34,28.0,False,3.0,4.0,4.0,SPY,2.0,True,16.5,0.85
CALL,0.22,2026-08-05 09:31:44,0.15,2026-08-05 09:33:31,SPY260805C00792000,-31.8,-21.0,bull,14.9,2026-08-05 09:31:28,40.0,False,4.0,5.0,6.0,SPY,1.0,True,16.9,0.85
CALL,2.72,2026-08-05 09:42:25,2.15,2026-08-05 09:46:05,SPY260805C00776000,-21.0,-57.0,bull,14.6,2026-08-05 09:42:12,40.0,False,5.0,4.0,5.0,SPY,1.0,True,17.0,0.85
CALL,0.91,2026-08-05 10:20:47,0.72,2026-08-05 10:21:42,NVDA260805C00222500,-20.9,-19.0,bull,15.7,2026-08-05 10:20:36,28.0,False,5.0,8.0,3.0,NVDA,0.0,True,17.2,0.85
CALL,0.79,2026-08-05 13:34:08,0.62,2026-08-05 13:38:44,AAPL260805C00310000,-21.5,-17.0,bull,17.0,2026-08-05 13:34:02,28.0,True,2.0,2.0,2.0,AAPL,0.0,True,15.9,0.85
CALL,0.3,2026-08-05 13:41:18,0.2,2026-08-05 13:45:16,SPY260805C00774000,-33.3,-20.0,bull,14.6,2026-08-05 13:41:05,28.0,False,2.0,6.0,2.0,SPY,1.0,True,15.9,0.85
CALL,0.21,2026-08-05 15:26:28,0.13,2026-08-05 15:30:05,NVDA260805C00222500,-38.1,-24.0,bull,14.6,2026-08-05 15:26:19,40.0,False,5.0,4.0,5.0,NVDA,0.0,True,15.5,0.85
CALL,0.42,2026-08-05 15:33:32,0.29,2026-08-05 15:36:37,AAPL260805C00310000,-31.0,-26.0,bull,17.2,2026-08-05 15:33:26,40.0,True,2.0,2.0,3.0,AAPL,0.0,True,15.5,0.85
CALL,1.49,2026-08-06 10:00:32,1.16,2026-08-06 10:08:26,AAPL260807C00317500,-22.1,-33.0,bull,15.7,2026-08-06 10:00:21,25.0,True,6.0,4.0,4.0,AAPL,0.0,False,15.8,0.85
CALL,0.45,2026-08-06 10:52:33,0.33,2026-08-06 11:13:42,AAPL260807C00320000,-26.7,-12.0,bull,14.2,2026-08-06 10:52:27,25.0,True,3.0,4.0,2.0,AAPL,0.0,False,15.6,0.85
CALL,1.29,2026-08-06 15:17:10,1.87,2026-08-06 15:31:58,MSFT260807C00505000,45.0,58.0,bull,19.2,2026-08-06 15:17:04,25.0,True,5.0,3.0,5.0,MSFT,0.0,True,15.2,0.85
CALL,1.85,2026-08-06 15:38:02,1.43,2026-08-06 15:47:03,MSFT260807C00505000,-22.7,-42.0,bull,19.4,2026-08-06 15:37:53,25.0,True,5.0,3.0,6.0,MSFT,0.0,True,15.2,0.85
CALL,2.17,2026-08-06 15:55:34,1.71,2026-08-07 09:30:14,MSFT260807C00505000,-21.2,-46.0,bull,19.6,2026-08-06 15:55:26,25.0,True,5.0,4.0,5.0,MSFT,0.0,True,15.3,0.85
CALL,0.79,2026-08-07 10:24:10,1.02,2026-08-07 10:27:54,TSLA260807C00330000,29.1,23.0,bull,18.8,2026-08-07 10:23:58,25.0,True,4.0,6.0,4.0,TSLA,0.0,True,15.0,1.0
CALL,2.56,2026-08-10 10:29:46,2.82,2026-08-10 10:37:00,MSFT260810C00510000,10.2,26.0,bull,17.2,2026-08-10 10:29:38,28.0,False,9.0,7.0,5.0,MSFT,0.0,True,15.2,0.85
CALL,2.95,2026-08-10 10:22:34,3.2,2026-08-10 10:38:31,META260810C00602500,8.5,25.0,bull,19.4,2026-08-10 10:22:25,25.0,True,6.0,5.0,5.0,META,0.0,True,15.2,0.85
CALL,2.81,2026-08-10 11:01:14,2.01,2026-08-10 11:10:09,META260810C00602500,-28.5,-80.0,bull,17.8,2026-08-10 11:01:05,25.0,True,3.0,3.0,2.0,META,0.0,True,15.2,0.85
CALL,1.83,2026-08-10 11:08:19,1.96,2026-08-10 11:32:17,AMZN260810C00277500,7.1,13.0,bull,14.0,2026-08-10 11:08:12,40.0,False,5.0,5.0,5.0,AMZN,0.0,True,15.2,0.85
CALL,2.85,2026-08-11 11:08:21,4.0,2026-08-11 11:26:56,META260812C00615000,40.4,115.0,bull,19.3,2026-08-11 11:08:12,25.0,True,3.0,5.0,5.0,META,0.0,True,15.2,0.85
